student_id,age,gender,major,monthly_income,category,amount,necessity,payment_type,date
95,18,Female,Engineering,1035,food,182,Yes,UPI,2026-01-12
96,20,Male,Economics,1395,food,258,Yes,Card,2026-01-13
97,18,Non-binary,Biology,767,food,331,Yes,UPI,2026-01-14
98,24,Female,Biology,933,food,166,Yes,Card,2026-01-15
99,23,Male,Psychology,803,food,293,Yes,UPI,2026-01-16
100,22,Male,Psychology,1333,food,295,Yes,Card,2026-01-17
101,23,Female,Psychology,1115,food,341,Yes,UPI,2026-01-18
102,20,Female,Psychology,920,food,295,Yes,Card,2026-01-19
103,25,Male,Psychology,780,food,216,Yes,UPI,2026-01-20
104,21,Female,Psychology,882,food,305,Yes,Card,2026-01-21
105,21,Female,Computer Science,959,food,360,Yes,UPI,2026-01-22
106,25,Female,Psychology,748,food,353,Yes,Card,2026-01-23
107,21,Male,Biology,810,food,112,Yes,UPI,2026-01-24
108,20,Male,Computer Science,965,food,175,Yes,Card,2026-01-25
109,24,Male,Psychology,784,food,116,Yes,UPI,2026-01-26
110,22,Male,Economics,970,food,344,Yes,Card,2026-01-27
111,23,Non-binary,Economics,1349,food,205,Yes,UPI,2026-01-28
112,19,Female,Psychology,760,food,268,Yes,Card,2026-01-01
113,21,Female,Computer Science,702,food,385,Yes,UPI,2026-01-02
114,21,Male,Engineering,720,food,284,Yes,Card,2026-01-03
115,22,Male,Biology,1286,food,343,Yes,UPI,2026-01-04
116,22,Female,Engineering,1135,food,335,Yes,Card,2026-01-05
117,18,Non-binary,Engineering,1030,food,386,Yes,UPI,2026-01-06
118,21,Female,Engineering,1265,food,122,Yes,Card,2026-01-07
119,24,Female,Psychology,1175,food,290,Yes,UPI,2026-01-08
120,23,Female,Psychology,1083,food,236,Yes,Card,2026-01-09
121,24,Non-binary,Biology,1487,food,202,Yes,UPI,2026-01-10
122,25,Non-binary,Computer Science,1327,food,278,Yes,Card,2026-01-11
123,22,Non-binary,Economics,1095,food,253,Yes,UPI,2026-01-12
124,23,Male,Biology,1460,food,377,Yes,Card,2026-01-13
125,20,Female,Engineering,1354,food,224,Yes,UPI,2026-01-14
126,20,Male,Biology,836,food,301,Yes,Card,2026-01-15
127,22,Male,Engineering,1212,food,400,Yes,UPI,2026-01-16
128,20,Non-binary,Engineering,1483,food,182,Yes,Card,2026-01-17
129,22,Non-binary,Computer Science,998,food,297,Yes,UPI,2026-01-18
130,22,Non-binary,Biology,885,food,317,Yes,Card,2026-01-19
131,25,Male,Engineering,726,food,177,Yes,UPI,2026-01-20
132,25,Female,Psychology,1037,food,367,Yes,Card,2026-01-21
133,22,Female,Engineering,1456,food,201,Yes,UPI,2026-01-22
134,24,Male,Economics,676,food,135,Yes,Card,2026-01-23
135,24,Female,Psychology,571,food,133,Yes,UPI,2026-01-24
136,23,Male,Computer Science,1213,food,246,Yes,Card,2026-01-25
137,24,Female,Psychology,1112,food,357,Yes,UPI,2026-01-26
138,18,Female,Economics,1100,food,201,Yes,Card,2026-01-27
139,21,Male,Psychology,526,food,159,Yes,UPI,2026-01-28
140,22,Male,Computer Science,951,food,158,Yes,Card,2026-01-01
141,23,Male,Computer Science,1301,food,117,Yes,UPI,2026-01-02
142,25,Male,Psychology,1103,food,375,Yes,Card,2026-01-03
143,24,Male,Computer Science,1083,food,111,Yes,UPI,2026-01-04
144,23,Female,Engineering,860,food,235,Yes,Card,2026-01-05
145,18,Male,Biology,1354,food,348,Yes,UPI,2026-01-06
146,23,Male,Biology,877,food,221,Yes,Card,2026-01-07
147,21,Male,Engineering,649,food,224,Yes,UPI,2026-01-08
148,24,Male,Computer Science,897,food,358,Yes,Card,2026-01-09
149,21,Non-binary,Psychology,1147,food,102,Yes,UPI,2026-01-10
150,23,Non-binary,Biology,1367,food,260,Yes,Card,2026-01-11
151,21,Male,Computer Science,647,food,149,Yes,UPI,2026-01-12
152,21,Female,Engineering,656,food,329,Yes,Card,2026-01-13
153,19,Non-binary,Economics,1131,food,328,Yes,UPI,2026-01-14
154,19,Female,Psychology,1319,food,159,Yes,Card,2026-01-15
155,22,Female,Economics,917,food,128,Yes,UPI,2026-01-16
156,19,Female,Biology,872,food,232,Yes,Card,2026-01-17
157,20,Male,Economics,901,food,295,Yes,UPI,2026-01-18
158,18,Male,Engineering,536,food,255,Yes,Card,2026-01-19
159,25,Female,Psychology,506,food,251,Yes,UPI,2026-01-20
160,23,Female,Economics,1201,food,291,Yes,Card,2026-01-21
161,25,Non-binary,Computer Science,1189,food,159,Yes,UPI,2026-01-22
162,23,Female,Economics,546,food,282,Yes,Card,2026-01-23
163,19,Non-binary,Biology,1181,food,196,Yes,UPI,2026-01-24
164,18,Female,Economics,810,food,340,Yes,Card,2026-01-25
165,19,Non-binary,Engineering,855,food,400,Yes,UPI,2026-01-26
166,23,Male,Biology,1354,food,385,Yes,Card,2026-01-27
167,20,Male,Psychology,1056,food,183,Yes,UPI,2026-01-28
168,19,Male,Economics,620,food,243,Yes,Card,2026-01-01
169,24,Female,Economics,1207,food,201,Yes,UPI,2026-01-02
170,21,Non-binary,Psychology,621,food,199,Yes,Card,2026-01-03
171,25,Female,Engineering,1033,food,104,Yes,UPI,2026-01-04
172,19,Non-binary,Psychology,722,food,102,Yes,Card,2026-01-05
173,20,Male,Psychology,1304,food,180,Yes,UPI,2026-01-06
174,21,Non-binary,Biology,912,food,348,Yes,Card,2026-01-07
175,23,Male,Biology,963,food,253,Yes,UPI,2026-01-08
176,18,Female,Engineering,1286,food,103,Yes,Card,2026-01-09
177,18,Male,Economics,1104,food,362,Yes,UPI,2026-01-10
178,23,Non-binary,Economics,697,food,394,Yes,Card,2026-01-11
179,21,Male,Engineering,1230,food,285,Yes,UPI,2026-01-12
180,25,Female,Engineering,1345,food,311,Yes,Card,2026-01-13
181,20,Female,Biology,1411,food,151,Yes,UPI,2026-01-14
182,24,Female,Economics,1355,food,311,Yes,Card,2026-01-15
183,24,Non-binary,Economics,608,food,336,Yes,UPI,2026-01-16
184,22,Female,Biology,566,food,360,Yes,Card,2026-01-17
185,25,Female,Economics,1310,food,219,Yes,UPI,2026-01-18
186,24,Female,Biology,1354,food,335,Yes,Card,2026-01-19
187,23,Male,Economics,1020,food,305,Yes,UPI,2026-01-20
188,24,Non-binary,Engineering,1394,food,268,Yes,Card,2026-01-21
189,22,Non-binary,Psychology,954,food,159,Yes,UPI,2026-01-22
190,21,Male,Biology,1448,food,171,Yes,Card,2026-01-23
191,21,Non-binary,Biology,968,food,108,Yes,UPI,2026-01-24
192,19,Male,Economics,1450,food,255,Yes,Card,2026-01-25
193,22,Female,Computer Science,1316,food,153,Yes,UPI,2026-01-26
194,24,Male,Computer Science,904,food,310,Yes,Card,2026-01-27
195,23,Female,Computer Science,1488,food,112,Yes,UPI,2026-01-28
196,20,Female,Psychology,893,food,131,Yes,Card,2026-01-01
197,21,Male,Biology,527,food,390,Yes,UPI,2026-01-02
198,24,Male,Biology,804,food,347,Yes,Card,2026-01-03
199,25,Female,Engineering,547,food,164,Yes,UPI,2026-01-04
200,19,Non-binary,Computer Science,523,food,180,Yes,Card,2026-01-05
201,24,Female,Economics,1040,food,323,Yes,UPI,2026-01-06
202,24,Male,Computer Science,918,food,113,Yes,Card,2026-01-07
203,23,Female,Biology,504,food,237,Yes,UPI,2026-01-08
204,24,Female,Economics,1203,food,249,Yes,Card,2026-01-09
205,20,Female,Psychology,951,food,366,Yes,UPI,2026-01-10
206,24,Non-binary,Psychology,857,food,147,Yes,Card,2026-01-11
207,19,Male,Psychology,812,food,108,Yes,UPI,2026-01-12
208,18,Male,Computer Science,540,food,173,Yes,Card,2026-01-13
209,19,Non-binary,Psychology,889,food,225,Yes,UPI,2026-01-14
210,18,Non-binary,Psychology,992,food,241,Yes,Card,2026-01-15
211,21,Male,Biology,760,food,291,Yes,UPI,2026-01-16
212,25,Male,Biology,1199,food,207,Yes,Card,2026-01-17
213,20,Female,Biology,578,food,139,Yes,UPI,2026-01-18
214,24,Female,Economics,994,food,143,Yes,Card,2026-01-19
215,18,Non-binary,Economics,552,food,307,Yes,UPI,2026-01-20
216,21,Male,Computer Science,1444,food,396,Yes,Card,2026-01-21
217,19,Female,Psychology,1203,food,182,Yes,UPI,2026-01-22
218,25,Female,Computer Science,1481,food,157,Yes,Card,2026-01-23
219,25,Non-binary,Economics,700,food,206,Yes,UPI,2026-01-24
220,25,Female,Economics,1087,food,155,Yes,Card,2026-01-25
221,23,Male,Economics,672,food,153,Yes,UPI,2026-01-26
222,21,Male,Computer Science,825,food,181,Yes,Card,2026-01-27
223,24,Male,Computer Science,1033,food,374,Yes,UPI,2026-01-28
224,25,Non-binary,Engineering,774,food,324,Yes,Card,2026-01-01
225,23,Male,Engineering,1365,food,265,Yes,UPI,2026-01-02
226,25,Non-binary,Economics,810,food,206,Yes,Card,2026-01-03
227,22,Male,Economics,856,food,391,Yes,UPI,2026-01-04
228,21,Female,Psychology,985,food,110,Yes,Card,2026-01-05
229,22,Non-binary,Biology,919,food,119,Yes,UPI,2026-01-06
230,18,Female,Biology,637,food,340,Yes,Card,2026-01-07
231,20,Male,Economics,894,food,213,Yes,UPI,2026-01-08
232,22,Female,Economics,874,food,299,Yes,Card,2026-01-09
233,22,Female,Computer Science,850,food,196,Yes,UPI,2026-01-10
234,24,Non-binary,Engineering,879,food,249,Yes,Card,2026-01-11
235,24,Female,Economics,811,food,308,Yes,UPI,2026-01-12
236,21,Male,Computer Science,809,food,186,Yes,Card,2026-01-13
237,18,Non-binary,Psychology,596,food,308,Yes,UPI,2026-01-14
238,25,Male,Economics,856,food,341,Yes,Card,2026-01-15
239,25,Male,Computer Science,886,food,219,Yes,UPI,2026-01-16
240,24,Female,Psychology,1205,food,346,Yes,Card,2026-01-17
241,21,Non-binary,Biology,1353,food,341,Yes,UPI,2026-01-18
242,22,Male,Computer Science,1268,food,100,Yes,Card,2026-01-19
243,23,Non-binary,Psychology,1112,food,188,Yes,UPI,2026-01-20
244,20,Female,Engineering,1206,food,363,Yes,Card,2026-01-21
245,24,Male,Biology,1159,food,226,Yes,UPI,2026-01-22
246,19,Non-binary,Biology,1250,food,305,Yes,Card,2026-01-23
247,20,Non-binary,Computer Science,1120,food,120,Yes,UPI,2026-01-24
248,24,Non-binary,Computer Science,1277,food,374,Yes,Card,2026-01-25
249,19,Male,Psychology,1442,food,307,Yes,UPI,2026-01-26
250,24,Non-binary,Biology,776,food,358,Yes,Card,2026-01-27
251,21,Female,Biology,800,food,331,Yes,UPI,2026-01-28
252,18,Female,Computer Science,1078,food,232,Yes,Card,2026-01-01
253,20,Male,Computer Science,1404,food,237,Yes,UPI,2026-01-02
254,21,Non-binary,Psychology,1097,food,101,Yes,Card,2026-01-03
255,22,Non-binary,Biology,835,food,380,Yes,UPI,2026-01-04
256,18,Non-binary,Economics,755,food,301,Yes,Card,2026-01-05
257,19,Male,Engineering,1087,food,133,Yes,UPI,2026-01-06
258,23,Male,Computer Science,931,food,329,Yes,Card,2026-01-07
259,20,Female,Psychology,983,food,350,Yes,UPI,2026-01-08
260,21,Non-binary,Engineering,639,food,174,Yes,Card,2026-01-09
261,20,Male,Engineering,527,food,212,Yes,UPI,2026-01-10
262,24,Male,Computer Science,744,food,134,Yes,Card,2026-01-11
263,21,Male,Economics,1118,food,287,Yes,UPI,2026-01-12
264,22,Male,Engineering,1276,food,124,Yes,Card,2026-01-13
265,25,Female,Engineering,880,food,291,Yes,UPI,2026-01-14
266,23,Male,Engineering,1424,food,140,Yes,Card,2026-01-15
267,22,Female,Psychology,1276,food,338,Yes,UPI,2026-01-16
268,19,Non-binary,Computer Science,697,food,274,Yes,Card,2026-01-17
269,23,Non-binary,Computer Science,1379,food,114,Yes,UPI,2026-01-18
270,20,Female,Computer Science,1466,food,283,Yes,Card,2026-01-19
271,24,Male,Biology,1126,food,259,Yes,UPI,2026-01-20
272,23,Non-binary,Biology,1126,food,206,Yes,Card,2026-01-21
273,21,Non-binary,Biology,618,food,192,Yes,UPI,2026-01-22
274,22,Non-binary,Biology,785,food,245,Yes,Card,2026-01-23
275,18,Non-binary,Computer Science,770,food,171,Yes,UPI,2026-01-24
276,25,Non-binary,Psychology,1431,food,377,Yes,Card,2026-01-25
277,18,Female,Biology,1338,food,100,Yes,UPI,2026-01-26
278,25,Female,Psychology,1121,food,363,Yes,Card,2026-01-27
279,24,Female,Engineering,1245,food,195,Yes,UPI,2026-01-28
280,20,Female,Computer Science,748,food,100,Yes,Card,2026-01-01
281,20,Female,Biology,1389,food,152,Yes,UPI,2026-01-02
282,19,Female,Engineering,1122,food,365,Yes,Card,2026-01-03
283,23,Male,Psychology,1113,food,349,Yes,UPI,2026-01-04
284,20,Female,Economics,879,food,169,Yes,Card,2026-01-05
285,18,Non-binary,Economics,1489,food,101,Yes,UPI,2026-01-06
286,22,Female,Biology,869,food,379,Yes,Card,2026-01-07
287,23,Male,Psychology,1381,food,356,Yes,UPI,2026-01-08
288,21,Non-binary,Biology,1325,food,270,Yes,Card,2026-01-09
289,20,Male,Psychology,581,food,318,Yes,UPI,2026-01-10
290,22,Non-binary,Engineering,694,food,398,Yes,Card,2026-01-11
291,24,Female,Economics,615,food,200,Yes,UPI,2026-01-12
292,25,Female,Economics,1394,food,222,Yes,Card,2026-01-13
293,25,Female,Biology,800,food,298,Yes,UPI,2026-01-14
294,20,Male,Psychology,913,food,375,Yes,Card,2026-01-15
295,19,Male,Psychology,1243,food,106,Yes,UPI,2026-01-16
296,20,Female,Economics,655,food,270,Yes,Card,2026-01-17
297,18,Male,Biology,667,food,225,Yes,UPI,2026-01-18
298,24,Non-binary,Economics,1458,food,329,Yes,Card,2026-01-19
299,22,Non-binary,Biology,925,food,227,Yes,UPI,2026-01-20
300,21,Non-binary,Economics,1105,food,308,Yes,Card,2026-01-21
301,18,Male,Biology,737,food,135,Yes,UPI,2026-01-22
302,25,Female,Computer Science,1495,food,182,Yes,Card,2026-01-23
303,20,Male,Economics,1298,food,249,Yes,UPI,2026-01-24
304,21,Male,Psychology,1272,food,364,Yes,Card,2026-01-25
305,19,Female,Biology,511,food,201,Yes,UPI,2026-01-26
306,21,Female,Engineering,1161,food,381,Yes,Card,2026-01-27
307,21,Male,Psychology,1112,food,292,Yes,UPI,2026-01-28
308,25,Male,Economics,958,food,163,Yes,Card,2026-01-01
309,25,Non-binary,Engineering,1176,food,319,Yes,UPI,2026-01-02
310,20,Non-binary,Engineering,727,food,253,Yes,Card,2026-01-03
311,25,Non-binary,Biology,1483,food,136,Yes,UPI,2026-01-04
312,24,Male,Computer Science,881,food,340,Yes,Card,2026-01-05
313,21,Male,Engineering,1347,food,398,Yes,UPI,2026-01-06
314,22,Female,Psychology,725,food,150,Yes,Card,2026-01-07
315,18,Non-binary,Biology,1000,food,194,Yes,UPI,2026-01-08
316,24,Female,Engineering,795,food,226,Yes,Card,2026-01-09
317,18,Male,Economics,869,food,369,Yes,UPI,2026-01-10
318,24,Female,Biology,543,food,295,Yes,Card,2026-01-11
319,25,Male,Economics,1470,food,178,Yes,UPI,2026-01-12
320,19,Female,Economics,734,food,185,Yes,Card,2026-01-13
321,20,Female,Computer Science,669,food,290,Yes,UPI,2026-01-14
322,19,Female,Psychology,1336,food,268,Yes,Card,2026-01-15
323,21,Female,Economics,1436,food,274,Yes,UPI,2026-01-16
324,21,Non-binary,Engineering,1339,food,245,Yes,Card,2026-01-17
325,18,Female,Biology,609,food,260,Yes,UPI,2026-01-18
326,21,Non-binary,Economics,1036,food,206,Yes,Card,2026-01-19
327,25,Female,Engineering,1309,food,257,Yes,UPI,2026-01-20
328,25,Male,Engineering,1471,food,341,Yes,Card,2026-01-21
329,19,Male,Engineering,658,food,292,Yes,UPI,2026-01-22
330,19,Male,Engineering,684,food,162,Yes,Card,2026-01-23
331,20,Male,Computer Science,907,food,152,Yes,UPI,2026-01-24
332,18,Male,Computer Science,846,food,256,Yes,Card,2026-01-25
333,18,Female,Biology,1175,food,218,Yes,UPI,2026-01-26
334,25,Male,Biology,659,food,142,Yes,Card,2026-01-27
335,18,Non-binary,Economics,1488,food,152,Yes,UPI,2026-01-28
336,22,Female,Psychology,1190,food,299,Yes,Card,2026-01-01
337,19,Female,Psychology,742,food,125,Yes,UPI,2026-01-02
338,23,Non-binary,Psychology,914,food,175,Yes,Card,2026-01-03
339,19,Male,Biology,1485,food,221,Yes,UPI,2026-01-04
340,20,Female,Biology,582,food,112,Yes,Card,2026-01-05
341,19,Non-binary,Engineering,1468,food,115,Yes,UPI,2026-01-06
342,25,Female,Computer Science,1021,food,104,Yes,Card,2026-01-07
343,24,Male,Computer Science,760,food,394,Yes,UPI,2026-01-08
344,24,Non-binary,Economics,969,food,336,Yes,Card,2026-01-09
345,23,Female,Biology,990,food,330,Yes,UPI,2026-01-10
346,23,Non-binary,Engineering,1304,food,111,Yes,Card,2026-01-11
347,23,Male,Biology,805,food,255,Yes,UPI,2026-01-12
348,25,Male,Engineering,1179,food,340,Yes,Card,2026-01-13
349,18,Non-binary,Computer Science,573,food,229,Yes,UPI,2026-01-14
350,25,Female,Psychology,843,food,226,Yes,Card,2026-01-15
351,23,Non-binary,Biology,1085,food,170,Yes,UPI,2026-01-16
352,23,Female,Biology,580,food,322,Yes,Card,2026-01-17
353,25,Female,Computer Science,975,food,316,Yes,UPI,2026-01-18
354,23,Male,Psychology,602,food,378,Yes,Card,2026-01-19
355,23,Non-binary,Economics,1103,food,394,Yes,UPI,2026-01-20
356,20,Non-binary,Psychology,816,food,136,Yes,Card,2026-01-21
357,24,Male,Engineering,1016,food,142,Yes,UPI,2026-01-22
358,23,Non-binary,Engineering,969,food,312,Yes,Card,2026-01-23
359,21,Non-binary,Computer Science,918,food,391,Yes,UPI,2026-01-24
360,23,Non-binary,Computer Science,982,food,159,Yes,Card,2026-01-25
361,25,Male,Computer Science,1021,food,293,Yes,UPI,2026-01-26
362,22,Female,Psychology,521,food,342,Yes,Card,2026-01-27
363,24,Female,Computer Science,1444,food,269,Yes,UPI,2026-01-28
364,21,Male,Psychology,646,food,124,Yes,Card,2026-01-01
365,21,Female,Economics,1296,food,212,Yes,UPI,2026-01-02
366,18,Non-binary,Economics,1360,food,164,Yes,Card,2026-01-03
367,19,Female,Biology,1123,food,345,Yes,UPI,2026-01-04
368,18,Female,Psychology,1020,food,123,Yes,Card,2026-01-05
369,21,Female,Computer Science,736,food,256,Yes,UPI,2026-01-06
370,23,Non-binary,Economics,931,food,155,Yes,Card,2026-01-07
371,24,Male,Psychology,1443,food,364,Yes,UPI,2026-01-08
372,22,Male,Engineering,730,food,230,Yes,Card,2026-01-09
373,25,Non-binary,Economics,561,food,147,Yes,UPI,2026-01-10
374,25,Female,Economics,1212,food,378,Yes,Card,2026-01-11
375,25,Non-binary,Computer Science,1282,food,309,Yes,UPI,2026-01-12
376,21,Non-binary,Biology,1438,food,392,Yes,Card,2026-01-13
377,18,Female,Psychology,702,food,237,Yes,UPI,2026-01-14
378,20,Male,Biology,1433,food,397,Yes,Card,2026-01-15
379,25,Female,Psychology,1444,food,207,Yes,UPI,2026-01-16
380,22,Female,Psychology,536,food,326,Yes,Card,2026-01-17
381,18,Non-binary,Engineering,1260,food,296,Yes,UPI,2026-01-18
382,18,Non-binary,Biology,701,food,337,Yes,Card,2026-01-19
383,18,Female,Engineering,1309,food,171,Yes,UPI,2026-01-20
384,18,Non-binary,Economics,842,food,202,Yes,Card,2026-01-21
385,24,Male,Computer Science,617,food,231,Yes,UPI,2026-01-22
386,21,Non-binary,Engineering,1134,food,370,Yes,Card,2026-01-23
387,23,Non-binary,Psychology,992,food,187,Yes,UPI,2026-01-24
388,18,Non-binary,Economics,1408,food,320,Yes,Card,2026-01-25
389,21,Female,Biology,1368,food,334,Yes,UPI,2026-01-26
390,22,Male,Economics,716,food,358,Yes,Card,2026-01-27
391,22,Non-binary,Psychology,1224,food,264,Yes,UPI,2026-01-28
392,19,Non-binary,Biology,1349,food,106,Yes,Card,2026-01-01
393,24,Female,Engineering,802,food,213,Yes,UPI,2026-01-02
394,18,Female,Psychology,973,food,375,Yes,Card,2026-01-03
395,19,Female,Engineering,736,food,342,Yes,UPI,2026-01-04
396,22,Male,Engineering,571,food,181,Yes,Card,2026-01-05
397,25,Female,Engineering,833,food,147,Yes,UPI,2026-01-06
398,22,Female,Computer Science,713,food,329,Yes,Card,2026-01-07
399,20,Male,Economics,1268,food,264,Yes,UPI,2026-01-08
400,19,Non-binary,Biology,819,food,153,Yes,Card,2026-01-09
401,18,Male,Economics,1268,food,339,Yes,UPI,2026-01-10
402,18,Female,Engineering,1486,food,178,Yes,Card,2026-01-11
403,24,Male,Computer Science,1005,food,262,Yes,UPI,2026-01-12
404,25,Female,Economics,1205,food,183,Yes,Card,2026-01-13
405,24,Male,Engineering,1356,food,109,Yes,UPI,2026-01-14
406,22,Male,Engineering,817,food,382,Yes,Card,2026-01-15
407,22,Male,Biology,706,food,139,Yes,UPI,2026-01-16
408,18,Non-binary,Economics,1102,food,230,Yes,Card,2026-01-17
409,22,Male,Engineering,1279,food,265,Yes,UPI,2026-01-18
410,18,Male,Economics,1457,food,375,Yes,Card,2026-01-19
411,21,Female,Psychology,1306,food,326,Yes,UPI,2026-01-20
412,25,Male,Engineering,1309,food,309,Yes,Card,2026-01-21
413,19,Male,Biology,1482,food,294,Yes,UPI,2026-01-22
